participant,gender,age,answer,trialIndex,type,difficulty,numOfColour1,numOfColour2,numOfTilesRevealed,finalAns,finalColour,trueAns,trueColour,correct,reward,totalPoints,trialStart,finalAnswerTime,trialEnd,flipNumber,colourRevealed,majorityColour,majorityAmount,majPCorrect,timestamp,timeSinceLastFlip,tileClicked_1,tileClicked_2,Cjsample,CjsampleTime,cjLoc,cjDidRespond,responseMatch,CjMatch,currentGrid_1,currentGrid_2,currentGrid_3,currentGrid_4,currentGrid_5,currentGrid_6,currentGrid_7,currentGrid_8,currentGrid_9,currentGrid_10,currentGrid_11,currentGrid_12,currentGrid_13,currentGrid_14,currentGrid_15,currentGrid_16,currentGrid_17,currentGrid_18,currentGrid_19,currentGrid_20,currentGrid_21,currentGrid_22,currentGrid_23,currentGrid_24,currentGrid_25,noisy,Pz_amplitude,reconstruct_pcorrect_eeg_final,STV_regress_eeg_final,PCorrectChange,previousPCorrect
3,f,34,0,1,decreasing,11,14,11,2,1,blue,1,blue,1,230,230,501076.2057153,501093.4513881,501093.4568251,1,green,green,1,0.580590128898621,501078.2710271,2.06531179999001,3,5,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5.192777,0.7292868,-5.521765e-05,0.0805901288986206,0.5
3,f,34,1,1,decreasing,11,14,11,2,1,blue,1,blue,1,230,230,501076.2057153,501093.4513881,501093.4568251,2,blue,neither,0,0.5,501080.3982146,2.12718750000931,5,4,55,501089.0096844,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,8.736771,0.7158104,-0.0002657865,-0.0805901288986206,0.580590128898621
3,f,34,0,2,decreasing,10,15,10,2,1,blue,1,blue,1,230,460,501094.5207592,501107.365582,501107.3664899,1,green,green,1,0.580590128898621,501098.1104786,3.58971940004267,5,5,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12.62471,0.7189652,-0.0002164935,0.0805901288986206,0.5
3,f,34,1,2,decreasing,10,15,10,2,1,blue,1,blue,1,230,460,501094.5207592,501107.365582,501107.3664899,2,blue,neither,0,0.5,501100.4225873,2.31210869998904,3,4,54,501104.2657721,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4.612867,0.7396535,0.0001067622,-0.0805901288986206,0.580590128898621
3,f,34,0,3,decreasing,9,16,9,4,1,blue,1,blue,1,210,670,501108.4260929,501127.8295148,501127.831728,1,blue,blue,1,0.580590128898621,501112.6861251,4.26003220002167,3,2,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64867,0.6427944,-0.001406662,0.0805901288986206,0.5
3,f,34,0,3,decreasing,9,16,9,4,1,blue,1,blue,1,210,670,501108.4260929,501127.8295148,501127.831728,2,green,neither,0,0.5,501115.0621544,2.37602929997956,1,3,55,501119.4896649,2,1,,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.438455,0.7029836,-0.0004662069,-0.0805901288986206,0.580590128898621
3,f,34,0,3,decreasing,9,16,9,4,1,blue,1,blue,1,210,670,501108.4260929,501127.8295148,501127.831728,3,blue,blue,1,0.584094047546387,501121.4709385,6.40878410002915,1,1,,,,,,,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312846,0.7538565,0.0003286842,0.0840940475463867,0.5
3,f,34,1,3,decreasing,9,16,9,4,1,blue,1,blue,1,210,670,501108.4260929,501127.8295148,501127.831728,4,blue,blue,2,0.668188095092773,501123.5821074,2.11116889998084,5,5,88,501131.4656457,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.766328,0.8359295,0.001611075,0.0840940475463867,0.584094047546387
3,f,34,0,4,decreasing,12,13,12,3,2,green,1,blue,0,-100,570,501132.5292578,501148.9584105,501148.9588225,1,green,green,1,0.580590128898621,501135.0458799,2.51662209996721,2,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.213634,0.7754754,0.0006664788,0.0805901288986206,0.5
3,f,34,0,4,decreasing,12,13,12,3,2,green,1,blue,0,-100,570,501132.5292578,501148.9584105,501148.9588225,2,green,green,2,0.661180257797241,501137.1578197,2.11193980003009,5,5,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16.43816,0.7572613,0.0003818844,0.0805901288986206,0.580590128898621
3,f,34,1,4,decreasing,12,13,12,3,2,green,1,blue,0,-100,570,501132.5292578,501148.9584105,501148.9588225,3,green,green,3,0.738266468048096,501139.1420219,1.98420219996478,4,1,105,501143.0896941,2,1,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.544364,0.7322061,-9.603711e-06,0.0770862102508545,0.661180257797241
